target,ids,date,flag,user,text,text_processed
4,2057102054,Sat Jun 06 12:22:29 PDT 2009,NO_QUERY,SarahRoseMusic,At Lexy's house with her and Natalie  YAY!!!!!!,"['lexi', 'hous', 'natali', 'yay']"
4,1969301077,Fri May 29 23:36:35 PDT 2009,NO_QUERY,jengmun,changed all 5 strings! Woohooo   It's dramatically glittering!,"['chang', 'string', 'woohooo', 'dramat', 'glitter']"
4,2178982934,Mon Jun 15 08:28:54 PDT 2009,NO_QUERY,princesswasabi,"my mum is like effin cute, like really really cute. ","['mum', 'like', 'effin', 'cute', 'like', 'realli', 'realli', 'cute']"
4,1975057246,Sat May 30 14:21:24 PDT 2009,NO_QUERY,fleaghar,My bar for the night!  http://twitpic.com/6acco,"['bar', 'night']"
0,2245665016,Fri Jun 19 16:27:42 PDT 2009,NO_QUERY,jennishannon,had to walk round a puddle of human wee at the train station today i wish i was @JessicaMaley or @AlexKallai and lived in the countryside ,"['walk', 'round', 'puddl', 'human', 'wee', 'train', 'station', 'today', 'wish', 'wa', 'jessicamaley', 'alexkallai', 'live', 'countrysid']"
0,2057081472,Sat Jun 06 12:20:11 PDT 2009,NO_QUERY,DaniMehtax,"@louiiseeeeee apparently it probably won't becuase of all the 3D effects and everything, so they have to change it all ","['louiiseeeee', 'appar', 'probabl', 'becuas', 'effect', 'everyth', 'chang']"
0,1956552403,Thu May 28 22:07:44 PDT 2009,NO_QUERY,smashntime,@businesscrazy  They're getting monopolistic ,"['businesscrazi', 'get', 'monopolist']"
0,2047022551,Fri Jun 05 13:02:13 PDT 2009,NO_QUERY,lizzyhu2,wishing @aboos09 was with me right now ,"['wish', 'aboo', 'wa', 'right']"
4,2191500615,Tue Jun 16 05:24:24 PDT 2009,NO_QUERY,Fastblue73,Having fun today ,"['fun', 'today']"
0,2301277499,Tue Jun 23 15:13:48 PDT 2009,NO_QUERY,crzygrl805,wondering why will hasnt called me all day??? ,"['wonder', 'whi', 'hasnt', 'call', 'day']"
4,2060189454,Sat Jun 06 18:25:57 PDT 2009,NO_QUERY,michaellagallo,Going to dinner with @marissa_in_cali and here very interesting family? ,"['go', 'dinner', 'marissa', 'cali', 'veri', 'interest', 'famili']"
4,2191651426,Tue Jun 16 05:42:36 PDT 2009,NO_QUERY,CircusKelli,"Busy day at the company here - got a lunchtime &quot;picnic&quot; to help set up/take down. I'm not in charge of it (thank GOD), I'm just a minion. ","['busi', 'day', 'compani', 'got', 'lunchtim', 'quot', 'picnic', 'quot', 'help', 'set', 'charg', 'thank', 'god', 'minion']"
0,2266414174,Sun Jun 21 08:28:04 PDT 2009,NO_QUERY,katielocks,I miss @vfreshh already ,"['miss', 'vfreshh', 'alreadi']"
0,2049354832,Fri Jun 05 16:44:09 PDT 2009,NO_QUERY,x0Adriannaaa,i don't know what to tweet about ,"['know', 'tweet']"
4,2060527168,Sat Jun 06 19:04:20 PDT 2009,NO_QUERY,B0NiiTA,@beautydirtyrich heyyy  jus saw ur tweet &amp;&amp; umm @Ay_Be_Baby replacement girl u say??!? lol,"['beautydirtyrich', 'heyyy', 'saw', 'ur', 'tweet', 'amp', 'amp', 'umm', 'babi', 'replac', 'girl', 'say', 'lol']"
4,1564400367,Mon Apr 20 03:18:35 PDT 2009,NO_QUERY,Iconoclastic,"@massrapid Cute, no?  The way he purses his lips while staring at his sheet music makes me smile. /gush","['massrapid', 'cute', 'way', 'purs', 'hi', 'lip', 'stare', 'hi', 'sheet', 'music', 'make', 'smile', 'gush']"
0,2223439087,Thu Jun 18 08:16:30 PDT 2009,NO_QUERY,BeautyBlvd,@carolynlhsu greeeeaaaattttt and it's almost time for me to fly again.  not happy,"['carolynlhsu', 'greeeeaaaattttt', 'almost', 'time', 'fli', 'happi']"
4,1828047922,Sun May 17 11:59:07 PDT 2009,NO_QUERY,kanyaranindita,"Soon,I will meet my precious one ","['soon', 'meet', 'preciou']"
0,1759086232,Sun May 10 18:25:48 PDT 2009,NO_QUERY,JudyReppart,I so miss my Mom and this song is making me cry..    @zaibatsu � Mother) ? http://blip.fm/~60fnd s,"['miss', 'mom', 'song', 'make', 'zaibatsu', 'mother', 'fnd']"
4,1974890175,Sat May 30 14:01:28 PDT 2009,NO_QUERY,jgerwitz,"It's a nice Saturday. Ran some errands, ate one of my favorite lunches and now it's back to the apt for some movies. ","['nice', 'saturday', 'ran', 'errand', 'ate', 'favorit', 'lunch', 'back', 'apt', 'movi']"
4,1971385075,Sat May 30 06:59:06 PDT 2009,NO_QUERY,hairytic,"Picked up my SDS9 today!  Pretty Good, Pretty Good!","['pick', 'sd', 'today', 'pretti', 'good', 'pretti', 'good']"
0,2203344210,Tue Jun 16 23:31:59 PDT 2009,NO_QUERY,itsa_mario,@justads that's fucked ,"['justad', 'fuck']"
0,2324489610,Thu Jun 25 03:17:08 PDT 2009,NO_QUERY,Kelliekk,@_supernatural_ http://twitpic.com/8d09f - awwwwwwwwwwwww that is so beautiful. I just need to be in his arms tonight ,"['supernatur', 'awwwwwwwwwwwww', 'beauti', 'need', 'hi', 'arm', 'tonight']"
0,2287104071,Mon Jun 22 17:21:26 PDT 2009,NO_QUERY,KirstenJ77,"I REALLY hate sending out thank you cards,think I'd like it better if the pen didn't smear my writing,damn me for being left handed ","['realli', 'hate', 'send', 'thank', 'card', 'think', 'like', 'better', 'pen', 'smear', 'write', 'damn', 'left', 'hand']"
4,1979815193,Sun May 31 04:37:02 PDT 2009,NO_QUERY,svencharleer,A new PSP! So want  http://tinyurl.com/nhxvtg,"['new', 'psp']"
4,2190701150,Tue Jun 16 03:29:02 PDT 2009,NO_QUERY,SUPERRjessy,@saaam_ how was it last night? ,"['saaam', 'wa', 'last', 'night']"
4,2175505952,Mon Jun 15 01:10:40 PDT 2009,NO_QUERY,UncleJohn97420,@KatArmstrong  I agree with @StarFortress I dont honestly know what we would do without your awesomeness being around. ,"['katarmstrong', 'agre', 'starfortress', 'dont', 'honestli', 'know', 'would', 'without', 'awesom', 'around']"
0,1565953370,Mon Apr 20 07:54:39 PDT 2009,NO_QUERY,DiVA79,I think my elbow is fractured?             ,"['think', 'elbow', 'fractur']"
0,2011072298,Tue Jun 02 18:26:02 PDT 2009,NO_QUERY,cinderiling,"Morning evwyone! I can't feel my nose,my hand and my feet.. Huaaa huhuhu ","['morn', 'evwyon', 'feel', 'nose', 'hand', 'huaaa', 'huhuhu']"
4,2066480677,Sun Jun 07 10:36:03 PDT 2009,NO_QUERY,aaronpetrie,"working on my english essay, studying for exams. it's almost over ","['work', 'english', 'essay', 'studi', 'exam', 'almost']"
4,2071775335,Sun Jun 07 19:54:35 PDT 2009,NO_QUERY,KurtisMorrison,@rickpuig Heck yeah they are ,"['rickpuig', 'heck', 'yeah']"
4,2059428236,Sat Jun 06 16:54:58 PDT 2009,NO_QUERY,enthral,"@lunaessence LOL. It is. I've done it three times myself. None of them fun, or fast. Just wishing her an easier time of it. ","['lunaess', 'lol', 'done', 'three', 'time', 'none', 'fun', 'fast', 'wish', 'easier', 'time']"
0,2233067310,Thu Jun 18 20:47:14 PDT 2009,NO_QUERY,Jayceelynn,my lips are chapped ,"['lip', 'chap']"
0,2184930666,Mon Jun 15 16:37:51 PDT 2009,NO_QUERY,anmark01,Super sad... My pink ring snapped ,"['super', 'pink', 'ring', 'snap']"
4,2013470515,Tue Jun 02 22:45:17 PDT 2009,NO_QUERY,farsonic,@justingrant http://bit.ly/EoVxp   It's all really quite simple.,"['justingr', 'realli', 'quit', 'simpl']"
4,2176222361,Mon Jun 15 03:16:01 PDT 2009,NO_QUERY,SearchGoat,&quot;Koogle&quot;... They should have called Joogle ,"['quot', 'koogl', 'quot', 'call', 'joogl']"
0,2323585210,Thu Jun 25 00:59:36 PDT 2009,NO_QUERY,MissGennevieve,Good morning every1   shit weather goin 2 rain 2day  (again) cant wait till saturday,"['good', 'morn', 'everi', 'shit', 'weather', 'goin', 'rain', 'day', 'cant', 'wait', 'saturday']"
4,1981535176,Sun May 31 09:21:30 PDT 2009,NO_QUERY,thespianduckie,"@jilliancyork I'll be trying that out here in the next week as well, since I'll be traveling soon I want to send pics to twitter ","['jilliancyork', 'next', 'week', 'well', 'sinc', 'travel', 'soon', 'send', 'twitter']"
4,1965602170,Fri May 29 16:12:39 PDT 2009,NO_QUERY,brianssweetie,@melaniehallcc I think that would go very much against what the Bible teaches ,"['melaniehallcc', 'think', 'would', 'go', 'veri', 'much', 'bibl', 'teach']"
0,2220984114,Thu Jun 18 04:26:26 PDT 2009,NO_QUERY,svntytimessarah,@sixbarphrase I can't wait to see you tonight. Bring me my flannel and HTL hoodie? ,"['sixbarphras', 'wait', 'see', 'tonight', 'bring', 'flannel', 'htl', 'hoodi']"
0,2072080590,Sun Jun 07 20:22:04 PDT 2009,NO_QUERY,jenina_,All my friends are in different area codes and time zones ,"['friend', 'differ', 'area', 'code', 'time', 'zone']"
0,2284089944,Mon Jun 22 13:27:01 PDT 2009,NO_QUERY,Cindeh,@bymelissa: How are you going to get it done? Getting it done while  fully conscious and numbed up isn't that fun. ,"['bymelissa', 'go', 'get', 'done', 'get', 'done', 'fulli', 'consciou', 'numb', 'fun']"
4,1976077602,Sat May 30 16:32:10 PDT 2009,NO_QUERY,HEYYXBABIEE,@xsamannntha uhhh jeremy at the time lol you knoww  and i kinda figured out how to do this now but its still wieeeerd. hangout soon.,"['xsamannntha', 'uhhh', 'jeremi', 'time', 'lol', 'knoww', 'kinda', 'figur', 'still', 'wieeeerd', 'hangout', 'soon']"
4,2192858181,Tue Jun 16 07:39:12 PDT 2009,NO_QUERY,brandixlynn,@jeremygonis Haha. He didn't mean to. He kissed it to make it feel better though.  he's so cute.,"['jeremygoni', 'haha', 'mean', 'kiss', 'make', 'feel', 'better', 'though', 'cute']"
4,1573367457,Tue Apr 21 00:50:55 PDT 2009,NO_QUERY,katepayton,@loungekat Gotta love it when you get the train as the doors close behind you ,"['loungekat', 'got', 'love', 'get', 'train', 'close', 'behind']"
0,2063304478,Sun Jun 07 02:07:36 PDT 2009,NO_QUERY,Mehedee,@tareq_cse i learnt it several times &amp; after few days I forget.  I tried Cpp,"['tareq', 'cse', 'learnt', 'sever', 'time', 'amp', 'day', 'forget', 'cpp']"
0,2186422175,Mon Jun 15 18:49:02 PDT 2009,NO_QUERY,cami_rib,the loudest fire alarm known to man has to be in my apartment....and it would not go off during the storm  I have lost my hearing!!,"['loudest', 'fire', 'alarm', 'known', 'would', 'go', 'dure', 'storm', 'lost', 'hear']"
0,2058322656,Sat Jun 06 14:42:32 PDT 2009,NO_QUERY,boiledpotato,"@JoshKard0 Awh, that sucks. Hope nothing too valuable was in it. Well, usually worthless things are invaluable, but you know what I mean. ","['joshkard', 'awh', 'suck', 'hope', 'noth', 'valuabl', 'wa', 'well', 'usual', 'worthless', 'thing', 'invalu', 'know', 'mean']"
0,2233738434,Thu Jun 18 21:49:21 PDT 2009,NO_QUERY,zomghi,Went to the bathhouse and realized I am majorly sunburned!! This blows!! No wonder I hurt everywhere!! ,"['went', 'bathhous', 'realiz', 'majorli', 'sunburn', 'blow', 'wonder', 'hurt', 'everywher']"
0,2052327045,Sat Jun 06 00:21:35 PDT 2009,NO_QUERY,Drunkinmonkey45,"I can't say I'm sorry, you know I am, have a goodnight, and if I don't talk to you just know I still love you. ","['say', 'sorri', 'know', 'goodnight', 'talk', 'know', 'still', 'love']"
0,2051118615,Fri Jun 05 19:53:50 PDT 2009,NO_QUERY,memsterr,I need fooooood.  ,"['need', 'fooooood']"
0,1685077107,Sat May 02 22:59:09 PDT 2009,NO_QUERY,Nikitaghia,Day Two:  I have no followers   Gotta brush up on my oneliners!,"['day', 'two', 'follow', 'got', 'brush', 'onelin']"
0,1556969870,Sun Apr 19 01:17:23 PDT 2009,NO_QUERY,ducttapesuni,Going on a memorial ride tomorrow RIP Steve  he was one of the healthiest guys I knew and died in a week from pneumonia....,"['go', 'memori', 'ride', 'tomorrow', 'rip', 'steve', 'wa', 'healthiest', 'guy', 'knew', 'week']"
0,2325051925,Thu Jun 25 04:39:39 PDT 2009,NO_QUERY,quiz_master,@mehulved Even the most recent photograph of me was clicked when I was in 12th standard. I really don't have my own photograph ,"['mehulv', 'even', 'recent', 'photograph', 'wa', 'click', 'wa', 'th', 'standard', 'realli', 'photograph']"
0,1834347498,Mon May 18 02:35:21 PDT 2009,NO_QUERY,gina_pina_14,@aianna21 MSN keeps failing on me! I'm sending you messages and it's clearly not delivering them. FAIL! ,"['aianna', 'msn', 'keep', 'fail', 'send', 'messag', 'clearli', 'deliv', 'fail']"
4,2018511122,Wed Jun 03 10:04:44 PDT 2009,NO_QUERY,Jawslyn,booked europe tickets today. Cant wait!! ,"['book', 'europ', 'ticket', 'today', 'cant', 'wait']"
4,2001577661,Tue Jun 02 01:21:00 PDT 2009,NO_QUERY,sarahsneyd,@officialnjonas the 3d-moviee is selling out so fasst here! come in january yeah? ,"['officialnjona', 'movie', 'sell', 'fasst', 'januari', 'yeah']"
0,1557639065,Sun Apr 19 05:15:48 PDT 2009,NO_QUERY,helpwhatiswrong,has to concentrate on her finals and stop exploring twitter. ,"['concentr', 'final', 'stop', 'explor', 'twitter']"
4,1979425807,Sun May 31 02:59:58 PDT 2009,NO_QUERY,josefaigner,@LaurenStamer please follow me ,"['laurenstam', 'plea', 'follow']"
4,2050637801,Fri Jun 05 19:01:47 PDT 2009,NO_QUERY,milcom_,G'day milcom_! Now you know how to greet people in Australian!  This is the Greeting on Flickr.com ,"['g', 'day', 'milcom', 'know', 'greet', 'peopl', 'australian', 'greet']"
4,1976183229,Sat May 30 16:46:08 PDT 2009,NO_QUERY,ariiidz,watching the tony awards nominations concert..i'm so in love w/ constantine maroulis  he did amazing.,"['watch', 'toni', 'award', 'nomin', 'love', 'w', 'constantin', 'marouli', 'amaz']"
4,1976304901,Sat May 30 17:02:17 PDT 2009,NO_QUERY,BridgetChumbley,@MelissaEGilbert You take all this time to answer peeps and then they complain and correct you...thanks for being patient  Not easy?,"['melissaegilbert', 'time', 'answer', 'peep', 'complain', 'correct', 'patient', 'easi']"
0,1835244979,Mon May 18 05:31:17 PDT 2009,NO_QUERY,SelyJonas,@thisisryanross I'm sick too ,"['thisisryanross', 'sick']"
4,1833656067,Mon May 18 00:00:22 PDT 2009,NO_QUERY,xybil,@Gaga4Gokey heyy! AWESOME  i followed you too.,"['gaga', 'gokey', 'heyi', 'awesom', 'follow']"
0,2285820248,Mon Jun 22 15:37:27 PDT 2009,NO_QUERY,ZombieYoshi,@JonnyAlmighty wouldnt load when i trie dto watch it ,"['jonnyalmighti', 'wouldnt', 'load', 'trie', 'dto', 'watch']"
0,2255963666,Sat Jun 20 12:03:21 PDT 2009,NO_QUERY,notonmyshift,"@pimme Nu har jag gjort reset, fast datorn hittar liksom inte routern nu...   What's up with that?","['pimm', 'gjort', 'reset', 'fast', 'datorn', 'hittar', 'liksom', 'int', 'routern']"
0,2185891643,Mon Jun 15 18:03:21 PDT 2009,NO_QUERY,TaylorMason,"@rhettmiller wait, whats this bowery hotel event i didnt know about? thought we were pals ","['rhettmil', 'wait', 'boweri', 'event', 'didnt', 'know', 'thought', 'pal']"
4,1978915678,Sun May 31 00:55:28 PDT 2009,NO_QUERY,Brittsta,Couldn't ask for a better night ,"['ask', 'better', 'night']"
4,1990800806,Mon Jun 01 05:46:25 PDT 2009,NO_QUERY,Spidersamm,elaura said she hates when dudes wear girl headbands..... i said pffft look at short stack and for our hero ;D dayumm hahaha ,"['elaura', 'said', 'hate', 'dude', 'wear', 'girl', 'said', 'pffft', 'look', 'short', 'stack', 'hero', 'dayumm', 'hahaha']"
0,2299798483,Tue Jun 23 13:21:34 PDT 2009,NO_QUERY,BabyLove_xo,@shaansagoo i knoow right  immaa miss u guyys BUT WE'RE GOING TO RED HOT TMW !!!,"['shaansagoo', 'knoow', 'right', 'immaa', 'miss', 'guyi', 'go', 'red', 'hot', 'tmw']"
0,2189838219,Tue Jun 16 01:02:32 PDT 2009,NO_QUERY,chrisb345,Got tons of work left to do ,"['got', 'work', 'left']"
4,2183697510,Mon Jun 15 14:51:46 PDT 2009,NO_QUERY,gone2dmb,"@davejmatthews if twitter is broken,then how can we see ur tweet? btw..that booty shake u did the other night,u should do that more often ","['davejmatthew', 'twitter', 'broken', 'see', 'ur', 'tweet', 'booti', 'shake', 'night', 'often']"
4,2178277783,Mon Jun 15 07:27:47 PDT 2009,NO_QUERY,mikey_nw19,"Me on a skateboard is like my step-dad, it just doesnt work. hehe ","['skateboard', 'like', 'step', 'dad', 'doesnt', 'work', 'hehe']"
4,1981611268,Sun May 31 09:31:14 PDT 2009,NO_QUERY,DarianMarie43,Indeed.  He totally wears like tightish abercrombie and hollister shirts too. It's yummie.,"['inde', 'total', 'wear', 'like', 'tightish', 'abercrombi', 'hollist', 'shirt', 'yummi']"
0,2240181264,Fri Jun 19 09:26:15 PDT 2009,NO_QUERY,pugyd,omg i jest fininshed cleaning the tolets it was sooooooo gross   ew,"['omg', 'jest', 'fininsh', 'clean', 'tolet', 'wa', 'sooooooo', 'gross', 'ew']"
4,1468237586,Tue Apr 07 00:28:24 PDT 2009,NO_QUERY,DazzlesPR,"@RulerofDazzle Right. Ok. Already had that. I'm sorry, I thought I missed something else. I didn't mean to look dense. ","['rulerofdazzl', 'right', 'ok', 'alreadi', 'sorri', 'thought', 'miss', 'someth', 'mean', 'look']"
4,1983207512,Sun May 31 12:42:45 PDT 2009,NO_QUERY,richardolsson,@Michael_Plank Here's one for you!  I'm getting Vector undefined even though I'm compiling using FP10 SDK in #FDT. Any ideas? Cheers,"['michael', 'plank', 'get', 'vector', 'undefin', 'even', 'though', 'compil', 'use', 'fp', 'sdk', 'fdt', 'ani', 'idea', 'cheer']"
0,2251908237,Sat Jun 20 04:56:15 PDT 2009,NO_QUERY,mcmai,"@tommcfly Tom Please come to Israel, I beggin you, we need you here, really !  ♥","['tommcfli', 'tom', 'plea', 'israel', 'beggin', 'need', 'realli']"
0,1963322236,Fri May 29 12:32:54 PDT 2009,NO_QUERY,blingchik,need a break...my head hurts ,"['need', 'head', 'hurt']"
4,2052771485,Sat Jun 06 01:57:48 PDT 2009,NO_QUERY,janfriman,On the road 2 Älvkarleby. Looking forward to some lunch... ,"['road', 'lvkarlebi', 'look', 'forward']"
0,2234204745,Thu Jun 18 22:37:05 PDT 2009,NO_QUERY,itspixeltrash,@chaaachaaa That's really mean. ,"['chaaachaaa', 'realli', 'mean']"
0,2262524198,Sat Jun 20 22:40:56 PDT 2009,NO_QUERY,bciech8,@britter_bug Fo'real. Can you get that fixed please? I'm gonna be lonely without you. ,"['britter', 'bug', 'fo', 'real', 'get', 'fix', 'plea', 'gon', 'lone', 'without']"
0,1572960456,Mon Apr 20 23:10:39 PDT 2009,NO_QUERY,pinaymommy,having problems with restaurant city.  http://plurk.com/p/paptn,"['problem', 'restaur']"
0,2250022956,Fri Jun 19 23:31:30 PDT 2009,NO_QUERY,PatVogue,@Candi_B its already 2 30 ,"['candi', 'b', 'alreadi']"
0,2210609213,Wed Jun 17 11:47:50 PDT 2009,NO_QUERY,oskr_nyc,@applegurl77 What about AT&amp;T customers that *don't* have an iPhone and want one? ,"['applegurl', 'amp', 'custom', 'iphon']"
0,2323749931,Thu Jun 25 01:23:32 PDT 2009,NO_QUERY,rockinrobyn1973,My baby girl is gone 4 da summer...she is my other half and I miss her so much. I hope she has fun &amp; summer ends soon  ,"['babi', 'girl', 'gone', 'half', 'miss', 'much', 'hope', 'fun', 'amp', 'summer', 'soon']"
4,1557256979,Sun Apr 19 02:58:18 PDT 2009,NO_QUERY,saegerlein,"gonna go, have some fun with my friends at the homestadium of my club. hopefully our teams are going to win! ","['gon', 'go', 'fun', 'friend', 'homestadium', 'club', 'hope', 'team', 'go', 'win']"
4,2003220261,Tue Jun 02 06:07:12 PDT 2009,NO_QUERY,danisousareis,No running today. Yes fondue!!! ,"['run', 'today', 'ye', 'fondu']"
4,1991084587,Mon Jun 01 06:22:18 PDT 2009,NO_QUERY,furyninja,"@SatsugaiCat re- Bugs with cream center,  me eats them too, they good 'cause I throw them up quicker  my favs are crunchy","['satsugaicat', 'bug', 'cream', 'center', 'eat', 'good', 'caus', 'throw', 'quicker', 'fav', 'crunchi']"
4,2184856080,Mon Jun 15 16:31:15 PDT 2009,NO_QUERY,jgillardi,Twitter will have 1hr of downtime at 2p Pacific on June 16.    OMGGGGGGGG   What are we going to do....   LOL,"['twitter', 'hr', 'downtim', 'p', 'pacif', 'june', 'omgggggggg', 'go', 'lol']"
0,2257272361,Sat Jun 20 14:04:23 PDT 2009,NO_QUERY,_jfk,my poor persian cats are miserable today. aw ,"['poor', 'persian', 'miser', 'today', 'aw']"
0,1793113189,Thu May 14 01:25:26 PDT 2009,NO_QUERY,magick_mel,No internet for a while ,['internet']
4,2187415362,Mon Jun 15 20:14:55 PDT 2009,NO_QUERY,EbonyStarr55,@lilnerdette Lovely sangria induced slumber to you! ,"['lilnerdett', 'love', 'sangria', 'induc', 'slumber']"
0,1961567959,Fri May 29 09:42:15 PDT 2009,NO_QUERY,892300,@jamie_oliver  I was off by one year. I really wanted some of Jamies cooking books in ENGLISH!!!! not German. ,"['jami', 'oliv', 'wa', 'year', 'realli', 'jami', 'cook', 'book', 'english', 'german']"
4,2190620437,Tue Jun 16 03:15:12 PDT 2009,NO_QUERY,tobin,@mabster You know he's cackling at your conundrum during the ad breaks? ,"['mabster', 'know', 'cackl', 'conundrum', 'dure', 'break']"
0,1832783223,Sun May 17 21:29:31 PDT 2009,NO_QUERY,addamh,i need to find places to meet people ,"['need', 'find', 'place', 'meet', 'peopl']"
4,2177231135,Mon Jun 15 05:43:09 PDT 2009,NO_QUERY,hersheykiss01,Good morning yall ,"['good', 'morn', 'yall']"
0,2013187466,Tue Jun 02 22:06:10 PDT 2009,NO_QUERY,ROSYKA21,I really wanna sleep all night long but... I don't know if I will... ,"['realli', 'wan', 'sleep', 'night', 'long', 'know']"
4,2001758461,Tue Jun 02 01:58:39 PDT 2009,NO_QUERY,altepper,@freedomclothing sounds like a great comment for the debate ,"['freedomcloth', 'sound', 'like', 'great', 'comment', 'debat']"
4,1825609547,Sun May 17 06:17:09 PDT 2009,NO_QUERY,janepazzi,fuck you as in hate you so much  \m/ &gt;&lt;,"['fuck', 'hate', 'much', 'gt', 'lt']"
0,1468160655,Tue Apr 07 00:02:47 PDT 2009,NO_QUERY,hamb0,"@honeyortar the hinge broke  it works, just doesn't open smoothly and it's pissing me off. I dunno I'll see if it can be fixed first.","['honeyortar', 'hing', 'broke', 'work', 'open', 'smoothli', 'piss', 'dunno', 'see', 'fix', 'first']"
4,2051280252,Fri Jun 05 21:28:36 PDT 2009,NO_QUERY,EskimoJoelted,And they just served lunch on the train...I miss out :s listening to the eskies tho ,"['serv', 'lunch', 'miss', 'listen', 'eski', 'tho']"
0,2003899495,Tue Jun 02 07:20:14 PDT 2009,NO_QUERY,AnduTros,I am sad because I'll miss the live conferences for E3 this morning ,"['sad', 'becaus', 'miss', 'live', 'confer', 'morn']"
0,1677809633,Sat May 02 04:06:26 PDT 2009,NO_QUERY,nat_usa26,have to come back to newcastle today ,"['back', 'newcastl', 'today']"
0,2228929586,Thu Jun 18 15:03:55 PDT 2009,NO_QUERY,willow_03,"@tarakiser Sorry, looks like I'm working,  ","['tarakis', 'sorri', 'look', 'like', 'work']"
4,1956222225,Thu May 28 21:25:41 PDT 2009,NO_QUERY,Melissa_Jonas16,I finally uploaded a video. ,"['final', 'upload', 'video']"
0,2324562285,Thu Jun 25 03:28:37 PDT 2009,NO_QUERY,georgestanley,Supposed to be at a driving lesson but I must have got the time wrong  Today is going to be Roundabouts for an hour straight... fun  #fb,"['suppos', 'drive', 'lesson', 'must', 'got', 'time', 'wrong', 'today', 'go', 'roundabout', 'hour', 'fun', 'fb']"
0,2188791402,Mon Jun 15 22:34:20 PDT 2009,NO_QUERY,thelostwarrior,No I just dropped my phone trying to put it in my pocket ,"['drop', 'phone', 'put', 'pocket']"
4,2065542977,Sun Jun 07 08:48:39 PDT 2009,NO_QUERY,suddentwilight,@Sharanya working on a few images dahlin.. thats fun for me ,"['sharanya', 'work', 'imag', 'fun']"
4,1978383278,Sat May 30 23:11:37 PDT 2009,NO_QUERY,BIGBANGkrystal,listening to all time low ,"['listen', 'time', 'low']"
4,2176552242,Mon Jun 15 04:10:25 PDT 2009,NO_QUERY,st3fft,"is too temperamental for her own good.=/ anyway, will be watching 'the taking of pelham 1 2 3' with @RyanCh3n later! ","['temperament', 'anyway', 'watch', 'pelham', 'ryanch', 'later']"
0,1795948195,Thu May 14 08:38:11 PDT 2009,NO_QUERY,truzone,I'm in school and it sucks ,"['school', 'suck']"
0,2326657010,Thu Jun 25 07:20:12 PDT 2009,NO_QUERY,liwenong,Received the letter from school and it says that exam time-table will be strictly adhered to. Upset  - http://tweet.sg,"['receiv', 'letter', 'school', 'say', 'exam', 'time', 'tabl', 'strictli', 'adher', 'upset']"
4,2015906907,Wed Jun 03 05:46:41 PDT 2009,NO_QUERY,hawk_eyed,"an Hyperebenen basteln. dabei noch immer hypermüde und hyperverplant - &quot;You can't say this&quot;,&quot;Yes, he can. I just did, faggot&quot; ","['hyperebenen', 'basteln', 'dabei', 'immer', 'hyperm', 'hyperverpl', 'quot', 'say', 'quot', 'quot', 'ye', 'faggot', 'quot']"
0,1824743544,Sun May 17 02:44:02 PDT 2009,NO_QUERY,clothesminded,So sad I'm missing the brocantes in my 'hood. ,"['sad', 'miss', 'brocant', 'hood']"
0,2204765894,Wed Jun 17 03:04:27 PDT 2009,NO_QUERY,ChloeG09,@miiineee_ WHY DID YOU DELETE YOUR HA ACCOUNT ,"['miiinee', 'whi', 'delet', 'account']"
4,1826984393,Sun May 17 09:44:34 PDT 2009,NO_QUERY,_mandarine,pretty morning. happy coffee. ,"['pretti', 'morn', 'happi', 'coffe']"
4,1795317545,Thu May 14 07:33:27 PDT 2009,NO_QUERY,jescook,weird weather.. thank you power shortages  haha,"['weird', 'thank', 'power', 'shortag', 'haha']"
4,1982115101,Sun May 31 10:33:28 PDT 2009,NO_QUERY,vbplayer4,@oPHo its because we actually care about our appearance in the here and now AND in the future  preventative maintenance lol,"['opho', 'becaus', 'actual', 'appear', 'futur', 'prevent', 'mainten', 'lol']"
0,1694488942,Mon May 04 02:51:34 PDT 2009,NO_QUERY,torapoole,"The revision starts today, I can no longer put it off ","['revis', 'start', 'today', 'longer', 'put']"
4,2177799977,Mon Jun 15 06:43:22 PDT 2009,NO_QUERY,aelektron,@fudder thanks for stopping by at @OXID_eSales headquarters today. Very much looking forward to our future projects! speak to you soon ,"['fudder', 'thank', 'stop', 'oxid', 'esal', 'headquart', 'today', 'veri', 'much', 'look', 'forward', 'futur', 'project', 'speak', 'soon']"
4,2001836690,Tue Jun 02 02:14:34 PDT 2009,NO_QUERY,Applechic,likey this video...  ♫ http://blip.fm/~7hdfp,"['likey', 'hdfp']"
4,1985085615,Sun May 31 16:24:05 PDT 2009,NO_QUERY,sicsicsic,@KitchenDani  I guess that sentiment is really just an extension of having them in the first place.,"['kitchendani', 'guess', 'sentiment', 'realli', 'extens', 'first', 'place']"
0,2064354752,Sun Jun 07 06:01:57 PDT 2009,NO_QUERY,oscarmarine,"tryin' to figure out  wt i should do next,i'm always lost, down or wt u say depressed,wt is happenin to me,i duno..plz make me a way God ","['tryin', 'figur', 'wt', 'next', 'alway', 'lost', 'wt', 'say', 'depress', 'wt', 'happenin', 'make', 'way', 'god']"
4,1753366224,Sun May 10 01:17:15 PDT 2009,NO_QUERY,metalmeagan,&lt;----------- is listening the FUCK out of Lamb of God ,"['lt', 'listen', 'fuck', 'lamb', 'god']"
